eta_D,eta_H,d_cap,h_cap,best_Gini,n_feasible,Variant,Instance
0.03,0.0,270.812544,202.0,0.1856,10,No-EQ,r102C10
0.05,0.0,276.07104000000004,202.0,0.1856,10,No-EQ,r102C10
0.1,0.0,289.21728,202.0,0.1856,10,No-EQ,r102C10
0.0,0.05,262.9248,212.10000000000002,0.1856,10,No-EQ,r102C10
0.01,0.05,265.554048,212.10000000000002,0.1856,10,No-EQ,r102C10
0.03,0.05,270.812544,212.10000000000002,0.1856,10,No-EQ,r102C10
0.05,0.05,276.07104000000004,212.10000000000002,0.1856,10,No-EQ,r102C10
0.1,0.05,289.21728,212.10000000000002,0.1856,10,No-EQ,r102C10
0.0,0.0,412.7823,186.1505,,0,No-EQ,r102C15
0.01,0.0,416.910123,186.1505,,0,No-EQ,r102C15
0.03,0.0,425.165769,186.1505,,0,No-EQ,r102C15
0.05,0.0,433.421415,186.1505,,0,No-EQ,r102C15
0.1,0.0,454.0605300000001,186.1505,,0,No-EQ,r102C15
0.0,0.05,412.7823,195.458025,,0,No-EQ,r102C15
0.01,0.05,416.910123,195.458025,,0,No-EQ,r102C15
0.03,0.05,425.165769,195.458025,,0,No-EQ,r102C15
0.05,0.05,433.421415,195.458025,0.1452,10,No-EQ,r102C15
0.1,0.05,454.0605300000001,195.458025,0.1452,10,No-EQ,r102C15
0.0,0.0,1441.851,219.8617,,0,No-EQ,r102_21
0.01,0.0,1456.26951,219.8617,,0,No-EQ,r102_21
0.03,0.0,1485.1065300000002,219.8617,,0,No-EQ,r102_21
0.05,0.0,1513.9435500000002,219.8617,,0,No-EQ,r102_21
0.1,0.0,1586.0361000000003,219.8617,0.0867,1,No-EQ,r102_21
0.0,0.05,1441.851,230.85478500000002,0.1318,1,No-EQ,r102_21
0.01,0.05,1456.26951,230.85478500000002,0.1318,3,No-EQ,r102_21
0.03,0.05,1485.1065300000002,230.85478500000002,0.1092,8,No-EQ,r102_21
0.05,0.05,1513.9435500000002,230.85478500000002,0.0846,11,No-EQ,r102_21
0.1,0.05,1586.0361000000003,230.85478500000002,0.0846,14,No-EQ,r102_21
0.0,0.0,206.1216,188.0,,0,No-EQ,r103C10
0.01,0.0,208.182816,188.0,,0,No-EQ,r103C10
0.03,0.0,212.305248,188.0,,0,No-EQ,r103C10
0.05,0.0,216.42768,188.0,0.0128,10,No-EQ,r103C10
0.1,0.0,226.73376000000002,188.0,0.0128,10,No-EQ,r103C10
0.0,0.05,206.1216,197.4,,0,No-EQ,r103C10
0.01,0.05,208.182816,197.4,,0,No-EQ,r103C10
0.03,0.05,212.305248,197.4,,0,No-EQ,r103C10
0.05,0.05,216.42768,197.4,0.0128,10,No-EQ,r103C10
0.1,0.05,226.73376000000002,197.4,0.0128,10,No-EQ,r103C10
0.0,0.0,1248.9006,219.8617,,0,No-EQ,r103_21
0.01,0.0,1261.389606,219.8617,,0,No-EQ,r103_21
0.03,0.0,1286.367618,219.8617,0.0784,1,No-EQ,r103_21
0.05,0.0,1311.34563,219.8617,0.0712,3,No-EQ,r103_21
0.1,0.0,1373.7906600000001,219.8617,0.0609,4,No-EQ,r103_21
0.0,0.05,1248.9006,230.85478500000002,0.1027,1,No-EQ,r103_21
0.01,0.05,1261.389606,230.85478500000002,0.0992,11,No-EQ,r103_21
0.03,0.05,1286.367618,230.85478500000002,0.0758,28,No-EQ,r103_21
0.05,0.05,1311.34563,230.85478500000002,0.0712,37,No-EQ,r103_21
0.1,0.05,1373.7906600000001,230.85478500000002,0.0609,45,No-EQ,r103_21
0.0,0.0,136.6897,194.3848,0.0579,10,No-EQ,r104C5
0.01,0.0,138.05659699999998,194.3848,0.0579,10,No-EQ,r104C5
0.03,0.0,140.790391,194.3848,0.0579,10,No-EQ,r104C5
0.05,0.0,143.524185,194.3848,0.0579,10,No-EQ,r104C5
0.1,0.0,150.35867,194.3848,0.0579,10,No-EQ,r104C5
0.0,0.05,136.6897,204.10404000000003,0.0579,10,No-EQ,r104C5
0.01,0.05,138.05659699999998,204.10404000000003,0.0579,10,No-EQ,r104C5
0.03,0.05,140.790391,204.10404000000003,0.0579,10,No-EQ,r104C5
0.05,0.05,143.524185,204.10404000000003,0.0579,10,No-EQ,r104C5
0.1,0.05,150.35867,204.10404000000003,0.0579,10,No-EQ,r104C5
0.0,0.0,1070.0485,219.8617,,0,No-EQ,r104_21
0.01,0.0,1080.7489850000002,219.8617,,0,No-EQ,r104_21
0.03,0.0,1102.149955,219.8617,,0,No-EQ,r104_21
0.05,0.0,1123.5509250000002,219.8617,0.0707,1,No-EQ,r104_21
0.1,0.0,1177.0533500000001,219.8617,0.0536,6,No-EQ,r104_21
0.0,0.05,1070.0485,230.85478500000002,0.0898,1,No-EQ,r104_21
0.01,0.05,1080.7489850000002,230.85478500000002,0.08,8,No-EQ,r104_21
0.03,0.05,1102.149955,230.85478500000002,0.0581,23,No-EQ,r104_21
0.05,0.05,1123.5509250000002,230.85478500000002,0.0581,47,No-EQ,r104_21
0.1,0.05,1177.0533500000001,230.85478500000002,0.0536,57,No-EQ,r104_21
0.0,0.0,336.1536,199.541,,0,No-EQ,r105C15
0.01,0.0,339.515136,199.541,,0,No-EQ,r105C15
0.03,0.0,346.238208,199.541,,0,No-EQ,r105C15
0.05,0.0,352.96128,199.541,0.0577,10,No-EQ,r105C15
0.1,0.0,369.76896,199.541,0.0577,10,No-EQ,r105C15
0.0,0.05,336.1536,209.51805000000002,,0,No-EQ,r105C15
0.01,0.05,339.515136,209.51805000000002,0.1599,10,No-EQ,r105C15
0.03,0.05,346.238208,209.51805000000002,0.1599,11,No-EQ,r105C15
0.05,0.05,352.96128,209.51805000000002,0.0577,21,No-EQ,r105C15
0.1,0.05,369.76896,209.51805000000002,0.0577,21,No-EQ,r105C15
0.0,0.0,156.0821,199.3246,,0,No-EQ,r105C5
0.01,0.0,157.642921,199.3246,,0,No-EQ,r105C5
0.03,0.0,160.764563,199.3246,,0,No-EQ,r105C5
0.05,0.0,163.886205,199.3246,,0,No-EQ,r105C5
0.1,0.0,171.69031,199.3246,0.0704,10,No-EQ,r105C5
0.0,0.05,156.0821,209.29083,,0,No-EQ,r105C5
0.01,0.05,157.642921,209.29083,,0,No-EQ,r105C5
0.03,0.05,160.764563,209.29083,,0,No-EQ,r105C5
0.05,0.05,163.886205,209.29083,,0,No-EQ,r105C5
0.1,0.05,171.69031,209.29083,0.0704,10,No-EQ,r105C5
0.0,0.0,1372.2938,215.3752,,0,No-EQ,r105_21
0.01,0.0,1386.016738,215.3752,,0,No-EQ,r105_21
0.03,0.0,1413.462614,215.3752,,0,No-EQ,r105_21
0.05,0.0,1440.90849,215.3752,,0,No-EQ,r105_21
0.1,0.0,1509.5231800000001,215.3752,,0,No-EQ,r105_21
0.0,0.05,1372.2938,226.14396000000002,0.088,1,No-EQ,r105_21
0.01,0.05,1386.016738,226.14396000000002,0.08,7,No-EQ,r105_21
0.03,0.05,1413.462614,226.14396000000002,0.08,14,No-EQ,r105_21
0.05,0.05,1440.90849,226.14396000000002,0.0723,22,No-EQ,r105_21
0.1,0.05,1509.5231800000001,226.14396000000002,0.0682,32,No-EQ,r105_21
0.0,0.0,1281.447,217.2476,,0,No-EQ,r106_21
0.01,0.0,1294.26147,217.2476,,0,No-EQ,r106_21
0.03,0.0,1319.89041,217.2476,,0,No-EQ,r106_21
0.05,0.0,1345.51935,217.2476,,0,No-EQ,r106_21
0.1,0.0,1409.5917,217.2476,,0,No-EQ,r106_21
0.0,0.05,1281.447,228.10998,,0,No-EQ,r106_21
0.01,0.05,1294.26147,228.10998,0.1023,2,No-EQ,r106_21
0.03,0.05,1319.89041,228.10998,0.0918,9,No-EQ,r106_21
0.05,0.05,1345.51935,228.10998,0.0503,23,No-EQ,r106_21
0.1,0.05,1409.5917,228.10998,0.0503,46,No-EQ,r106_21
0.0,0.0,1124.3969,220.9651,,0,No-EQ,r107_21
0.01,0.0,1135.640869,220.9651,,0,No-EQ,r107_21
0.03,0.0,1158.128807,220.9651,,0,No-EQ,r107_21
0.05,0.0,1180.616745,220.9651,,0,No-EQ,r107_21
0.1,0.0,1236.8365900000001,220.9651,,0,No-EQ,r107_21
0.0,0.05,1124.3969,232.01335500000002,0.0986,1,No-EQ,r107_21
0.01,0.05,1135.640869,232.01335500000002,0.0731,5,No-EQ,r107_21
0.03,0.05,1158.128807,232.01335500000002,0.0466,25,No-EQ,r107_21
0.05,0.05,1180.616745,232.01335500000002,0.0387,42,No-EQ,r107_21
0.1,0.05,1236.8365900000001,232.01335500000002,0.0387,54,No-EQ,r107_21
0.0,0.0,1050.6852,220.6741,,0,No-EQ,r108_21
0.01,0.0,1061.1920519999999,220.6741,,0,No-EQ,r108_21
0.03,0.0,1082.2057559999998,220.6741,,0,No-EQ,r108_21
0.05,0.0,1103.21946,220.6741,,0,No-EQ,r108_21
0.1,0.0,1155.75372,220.6741,0.0237,1,No-EQ,r108_21
0.0,0.05,1050.6852,231.707805,0.0524,1,No-EQ,r108_21
0.01,0.05,1061.1920519999999,231.707805,0.0476,7,No-EQ,r108_21
0.03,0.05,1082.2057559999998,231.707805,0.0421,16,No-EQ,r108_21
0.05,0.05,1103.21946,231.707805,0.0319,30,No-EQ,r108_21
0.1,0.05,1155.75372,231.707805,0.0178,42,No-EQ,r108_21
0.0,0.0,1211.5773,221.2367,,0,No-EQ,r109_21
0.01,0.0,1223.693073,221.2367,,0,No-EQ,r109_21
0.03,0.0,1247.924619,221.2367,,0,No-EQ,r109_21
0.05,0.0,1272.1561649999999,221.2367,,0,No-EQ,r109_21
0.1,0.0,1332.73503,221.2367,,0,No-EQ,r109_21
0.0,0.05,1211.5773,232.29853500000002,0.1033,1,No-EQ,r109_21
0.01,0.05,1223.693073,232.29853500000002,0.1033,5,No-EQ,r109_21
0.03,0.05,1247.924619,232.29853500000002,0.0792,23,No-EQ,r109_21
0.05,0.05,1272.1561649999999,232.29853500000002,0.0731,36,No-EQ,r109_21
0.1,0.05,1332.73503,232.29853500000002,0.0536,51,No-EQ,r109_21
0.0,0.0,1103.2221,217.8927,,0,No-EQ,r110_21
0.01,0.0,1114.254321,217.8927,,0,No-EQ,r110_21
0.03,0.0,1136.318763,217.8927,,0,No-EQ,r110_21
0.05,0.0,1158.383205,217.8927,0.0621,1,No-EQ,r110_21
0.1,0.0,1213.54431,217.8927,0.0621,1,No-EQ,r110_21
0.0,0.05,1103.2221,228.787335,0.0937,1,No-EQ,r110_21
0.01,0.05,1114.254321,228.787335,0.0668,5,No-EQ,r110_21
0.03,0.05,1136.318763,228.787335,0.0631,25,No-EQ,r110_21
0.05,0.05,1158.383205,228.787335,0.0621,35,No-EQ,r110_21
0.1,0.05,1213.54431,228.787335,0.049,51,No-EQ,r110_21
0.0,0.0,1117.4328,220.7518,,0,No-EQ,r111_21
0.01,0.0,1128.607128,220.7518,,0,No-EQ,r111_21
0.03,0.0,1150.955784,220.7518,,0,No-EQ,r111_21
0.05,0.0,1173.30444,220.7518,,0,No-EQ,r111_21
0.1,0.0,1229.1760800000002,220.7518,,0,No-EQ,r111_21
0.0,0.05,1117.4328,231.78939000000003,0.0718,1,No-EQ,r111_21
0.01,0.05,1128.607128,231.78939000000003,0.0586,9,No-EQ,r111_21
0.03,0.05,1150.955784,231.78939000000003,0.0586,23,No-EQ,r111_21
0.05,0.05,1173.30444,231.78939000000003,0.0537,37,No-EQ,r111_21
0.1,0.05,1229.1760800000002,231.78939000000003,0.0387,47,No-EQ,r111_21
0.0,0.0,1015.6179,219.7454,,0,No-EQ,r112_21
0.01,0.0,1025.774079,219.7454,,0,No-EQ,r112_21
0.03,0.0,1046.086437,219.7454,,0,No-EQ,r112_21
0.05,0.0,1066.398795,219.7454,0.037,1,No-EQ,r112_21
0.1,0.0,1117.17969,219.7454,0.037,1,No-EQ,r112_21
0.0,0.05,1015.6179,230.73266999999998,0.0665,1,No-EQ,r112_21
0.01,0.05,1025.774079,230.73266999999998,0.0466,6,No-EQ,r112_21
0.03,0.05,1046.086437,230.73266999999998,0.0304,13,No-EQ,r112_21
0.05,0.05,1066.398795,230.73266999999998,0.0304,26,No-EQ,r112_21
0.1,0.05,1117.17969,230.73266999999998,0.0298,42,No-EQ,r112_21
0.0,0.0,253.3431,653.4452,,0,No-EQ,r201C10
0.01,0.0,255.876531,653.4452,0.0,9,No-EQ,r201C10
0.03,0.0,260.943393,653.4452,0.0,9,No-EQ,r201C10
0.05,0.0,266.01025500000003,653.4452,0.0,9,No-EQ,r201C10
0.1,0.0,278.67741,653.4452,0.0,9,No-EQ,r201C10
0.0,0.05,253.3431,686.11746,0.0,9,No-EQ,r201C10
0.01,0.05,255.876531,686.11746,0.0,18,No-EQ,r201C10
0.03,0.05,260.943393,686.11746,0.0,18,No-EQ,r201C10
0.05,0.05,266.01025500000003,686.11746,0.0,18,No-EQ,r201C10
0.1,0.05,278.67741,686.11746,0.0,19,No-EQ,r201C10
0.0,0.0,1156.2035,922.3553,,0,No-EQ,r201_21
0.01,0.0,1167.765535,922.3553,,0,No-EQ,r201_21
0.03,0.0,1190.889605,922.3553,,0,No-EQ,r201_21
0.05,0.0,1214.0136750000001,922.3553,,0,No-EQ,r201_21
0.1,0.0,1271.8238500000002,922.3553,,0,No-EQ,r201_21
0.0,0.05,1156.2035,968.4730650000001,,0,No-EQ,r201_21
0.01,0.05,1167.765535,968.4730650000001,0.0536,2,No-EQ,r201_21
0.03,0.05,1190.889605,968.4730650000001,0.0241,16,No-EQ,r201_21
0.05,0.05,1214.0136750000001,968.4730650000001,0.0241,18,No-EQ,r201_21
0.1,0.05,1271.8238500000002,968.4730650000001,0.0241,19,No-EQ,r201_21
0.0,0.0,358.0048,820.8617,0.0167,10,No-EQ,r202C15
0.01,0.0,361.58484799999997,820.8617,0.0167,10,No-EQ,r202C15
0.03,0.0,368.744944,820.8617,0.0167,10,No-EQ,r202C15
0.05,0.0,375.90504,820.8617,0.0167,10,No-EQ,r202C15
0.1,0.0,393.80528000000004,820.8617,0.0167,10,No-EQ,r202C15
0.0,0.05,358.0048,861.9047850000001,0.0167,10,No-EQ,r202C15
0.01,0.05,361.58484799999997,861.9047850000001,0.0167,10,No-EQ,r202C15
0.03,0.05,368.744944,861.9047850000001,0.0167,10,No-EQ,r202C15
0.05,0.05,375.90504,861.9047850000001,0.0167,10,No-EQ,r202C15
0.1,0.05,393.80528000000004,861.9047850000001,0.0167,10,No-EQ,r202C15
0.0,0.0,128.7771,428.8114,0.0,10,No-EQ,r202C5
0.01,0.0,130.06487099999998,428.8114,0.0,10,No-EQ,r202C5
0.03,0.0,132.640413,428.8114,0.0,10,No-EQ,r202C5
0.05,0.0,135.215955,428.8114,0.0,10,No-EQ,r202C5
0.1,0.0,141.65481,428.8114,0.0,10,No-EQ,r202C5
0.0,0.05,128.7771,450.25197000000003,0.0,10,No-EQ,r202C5
0.01,0.05,130.06487099999998,450.25197000000003,0.0,10,No-EQ,r202C5
0.03,0.05,132.640413,450.25197000000003,0.0,10,No-EQ,r202C5
0.05,0.05,135.215955,450.25197000000003,0.0,10,No-EQ,r202C5
0.1,0.05,141.65481,450.25197000000003,0.0,10,No-EQ,r202C5
0.0,0.0,1064.5402,943.7338,,0,No-EQ,r202_21
0.01,0.0,1075.185602,943.7338,,0,No-EQ,r202_21
0.03,0.0,1096.476406,943.7338,,0,No-EQ,r202_21
0.05,0.0,1117.76721,943.7338,,0,No-EQ,r202_21
0.1,0.0,1170.99422,943.7338,0.0174,1,No-EQ,r202_21
0.0,0.05,1064.5402,990.92049,0.1044,1,No-EQ,r202_21
0.01,0.05,1075.185602,990.92049,0.0227,15,No-EQ,r202_21
0.03,0.05,1096.476406,990.92049,0.0063,38,No-EQ,r202_21
0.05,0.05,1117.76721,990.92049,0.0063,48,No-EQ,r202_21
0.1,0.05,1170.99422,990.92049,0.0063,64,No-EQ,r202_21
0.0,0.0,218.2135,689.0644,,0,No-EQ,r203C10
0.01,0.0,220.395635,689.0644,,0,No-EQ,r203C10
0.03,0.0,224.759905,689.0644,,0,No-EQ,r203C10
0.05,0.0,229.124175,689.0644,,0,No-EQ,r203C10
0.1,0.0,240.03485000000003,689.0644,0.0,10,No-EQ,r203C10
0.0,0.05,218.2135,723.51762,0.0,10,No-EQ,r203C10
0.01,0.05,220.395635,723.51762,0.0,10,No-EQ,r203C10
0.03,0.05,224.759905,723.51762,0.0,10,No-EQ,r203C10
0.05,0.05,229.124175,723.51762,0.0,10,No-EQ,r203C10
0.1,0.05,240.03485000000003,723.51762,0.0,20,No-EQ,r203C10
0.0,0.0,179.0559,533.9706,,0,No-EQ,r203C5
0.01,0.0,180.846459,533.9706,,0,No-EQ,r203C5
0.03,0.0,184.427577,533.9706,,0,No-EQ,r203C5
0.05,0.0,188.00869500000002,533.9706,,0,No-EQ,r203C5
0.1,0.0,196.96149000000003,533.9706,0.0,10,No-EQ,r203C5
0.0,0.05,179.0559,560.66913,,0,No-EQ,r203C5
0.01,0.05,180.846459,560.66913,,0,No-EQ,r203C5
0.03,0.05,184.427577,560.66913,,0,No-EQ,r203C5
0.05,0.05,188.00869500000002,560.66913,,0,No-EQ,r203C5
0.1,0.05,196.96149000000003,560.66913,0.0,10,No-EQ,r203C5
0.0,0.0,899.4828,932.9142,,0,No-EQ,r203_21
0.01,0.0,908.477628,932.9142,,0,No-EQ,r203_21
0.03,0.0,926.4672840000001,932.9142,,0,No-EQ,r203_21
0.05,0.0,944.45694,932.9142,,0,No-EQ,r203_21
0.1,0.0,989.4310800000001,932.9142,,0,No-EQ,r203_21
0.0,0.05,899.4828,979.5599100000001,,0,No-EQ,r203_21
0.01,0.05,908.477628,979.5599100000001,,0,No-EQ,r203_21
0.03,0.05,926.4672840000001,979.5599100000001,0.0519,9,No-EQ,r203_21
0.05,0.05,944.45694,979.5599100000001,0.0295,23,No-EQ,r203_21
0.1,0.05,989.4310800000001,979.5599100000001,0.0165,60,No-EQ,r203_21
0.0,0.0,720.1026,901.4138,,0,No-EQ,r204_21
0.01,0.0,727.303626,901.4138,,0,No-EQ,r204_21
0.03,0.0,741.705678,901.4138,,0,No-EQ,r204_21
0.05,0.0,756.1077300000001,901.4138,,0,No-EQ,r204_21
0.1,0.0,792.1128600000001,901.4138,,0,No-EQ,r204_21
0.0,0.05,720.1026,946.48449,,0,No-EQ,r204_21
0.01,0.05,727.303626,946.48449,,0,No-EQ,r204_21
0.03,0.05,741.705678,946.48449,,0,No-EQ,r204_21
0.05,0.05,756.1077300000001,946.48449,0.0161,4,No-EQ,r204_21
0.1,0.05,792.1128600000001,946.48449,0.0161,26,No-EQ,r204_21
0.0,0.0,995.3664,891.1031,,0,No-EQ,r205_21
0.01,0.0,1005.320064,891.1031,,0,No-EQ,r205_21
0.03,0.0,1025.227392,891.1031,,0,No-EQ,r205_21
0.05,0.0,1045.13472,891.1031,,0,No-EQ,r205_21
0.1,0.0,1094.9030400000001,891.1031,0.028,1,No-EQ,r205_21
0.0,0.05,995.3664,935.658255,,0,No-EQ,r205_21
0.01,0.05,1005.320064,935.658255,0.0341,1,No-EQ,r205_21
0.03,0.05,1025.227392,935.658255,0.0076,15,No-EQ,r205_21
0.05,0.05,1045.13472,935.658255,0.0056,36,No-EQ,r205_21
0.1,0.05,1094.9030400000001,935.658255,0.0056,53,No-EQ,r205_21
0.0,0.0,928.397,883.2598,,0,No-EQ,r206_21
0.01,0.0,937.68097,883.2598,,0,No-EQ,r206_21
0.03,0.0,956.24891,883.2598,,0,No-EQ,r206_21
0.05,0.0,974.81685,883.2598,,0,No-EQ,r206_21
0.1,0.0,1021.2367000000002,883.2598,,0,No-EQ,r206_21
0.0,0.05,928.397,927.4227900000001,,0,No-EQ,r206_21
0.01,0.05,937.68097,927.4227900000001,,0,No-EQ,r206_21
0.03,0.05,956.24891,927.4227900000001,0.019,14,No-EQ,r206_21
0.05,0.05,974.81685,927.4227900000001,0.016,28,No-EQ,r206_21
0.1,0.05,1021.2367000000002,927.4227900000001,0.0118,71,No-EQ,r206_21
0.0,0.0,816.5645,839.0217,,0,No-EQ,r207_21
0.01,0.0,824.730145,839.0217,,0,No-EQ,r207_21
0.03,0.0,841.061435,839.0217,,0,No-EQ,r207_21
0.05,0.0,857.392725,839.0217,,0,No-EQ,r207_21
0.1,0.0,898.22095,839.0217,,0,No-EQ,r207_21
0.0,0.05,816.5645,880.972785,,0,No-EQ,r207_21
0.01,0.05,824.730145,880.972785,,0,No-EQ,r207_21
0.03,0.05,841.061435,880.972785,0.0221,6,No-EQ,r207_21
0.05,0.05,857.392725,880.972785,0.0154,23,No-EQ,r207_21
0.1,0.05,898.22095,880.972785,0.0109,57,No-EQ,r207_21
0.0,0.0,737.5285,906.4261,,0,No-EQ,r208_21
0.01,0.0,744.903785,906.4261,,0,No-EQ,r208_21
0.03,0.0,759.654355,906.4261,,0,No-EQ,r208_21
0.05,0.0,774.404925,906.4261,0.0005,1,No-EQ,r208_21
0.1,0.0,811.2813500000001,906.4261,0.0005,1,No-EQ,r208_21
0.0,0.05,737.5285,951.7474050000001,,0,No-EQ,r208_21
0.01,0.05,744.903785,951.7474050000001,0.0104,10,No-EQ,r208_21
0.03,0.05,759.654355,951.7474050000001,0.0004,63,No-EQ,r208_21
0.05,0.05,774.404925,951.7474050000001,0.0001,83,No-EQ,r208_21
0.1,0.05,811.2813500000001,951.7474050000001,0.0001,100,No-EQ,r208_21
0.0,0.0,313.2366,815.2747,,0,No-EQ,r209C15
0.01,0.0,316.368966,815.2747,,0,No-EQ,r209C15
0.03,0.0,322.63369800000004,815.2747,,0,No-EQ,r209C15
0.05,0.0,328.89843,815.2747,0.0,9,No-EQ,r209C15
0.1,0.0,344.56026,815.2747,0.0,9,No-EQ,r209C15
0.0,0.05,313.2366,856.038435,0.0,10,No-EQ,r209C15
0.01,0.05,316.368966,856.038435,0.0,20,No-EQ,r209C15
0.03,0.05,322.63369800000004,856.038435,0.0,30,No-EQ,r209C15
0.05,0.05,328.89843,856.038435,0.0,39,No-EQ,r209C15
0.1,0.05,344.56026,856.038435,0.0,39,No-EQ,r209C15
0.0,0.0,874.9097,859.3889,,0,No-EQ,r209_21
0.01,0.0,883.658797,859.3889,,0,No-EQ,r209_21
0.03,0.0,901.1569910000001,859.3889,0.0505,4,No-EQ,r209_21
0.05,0.0,918.6551850000001,859.3889,0.0505,6,No-EQ,r209_21
0.1,0.0,962.4006700000001,859.3889,0.0505,8,No-EQ,r209_21
0.0,0.05,874.9097,902.3583450000001,,0,No-EQ,r209_21
0.01,0.05,883.658797,902.3583450000001,0.0529,8,No-EQ,r209_21
0.03,0.05,901.1569910000001,902.3583450000001,0.0471,34,No-EQ,r209_21
0.05,0.05,918.6551850000001,902.3583450000001,0.0471,53,No-EQ,r209_21
0.1,0.05,962.4006700000001,902.3583450000001,0.0471,65,No-EQ,r209_21
0.0,0.0,851.5517,917.3553,,0,No-EQ,r210_21
0.01,0.0,860.067217,917.3553,,0,No-EQ,r210_21
0.03,0.0,877.098251,917.3553,0.0105,1,No-EQ,r210_21
0.05,0.0,894.129285,917.3553,0.0081,4,No-EQ,r210_21
0.1,0.0,936.7068700000001,917.3553,0.0081,9,No-EQ,r210_21
0.0,0.05,851.5517,963.2230650000001,0.0379,1,No-EQ,r210_21
0.01,0.05,860.067217,963.2230650000001,0.0127,6,No-EQ,r210_21
0.03,0.05,877.098251,963.2230650000001,0.0066,28,No-EQ,r210_21
0.05,0.05,894.129285,963.2230650000001,0.0066,45,No-EQ,r210_21
0.1,0.05,936.7068700000001,963.2230650000001,0.0054,57,No-EQ,r210_21
0.0,0.0,767.256,761.1482,,0,No-EQ,r211_21
0.01,0.0,774.92856,761.1482,,0,No-EQ,r211_21
0.03,0.0,790.27368,761.1482,,0,No-EQ,r211_21
0.05,0.0,805.6188,761.1482,,0,No-EQ,r211_21
0.1,0.0,843.9816000000001,761.1482,,0,No-EQ,r211_21
0.0,0.05,767.256,799.20561,,0,No-EQ,r211_21
0.01,0.05,774.92856,799.20561,,0,No-EQ,r211_21
0.03,0.05,790.27368,799.20561,0.0297,4,No-EQ,r211_21
0.05,0.05,805.6188,799.20561,0.0282,12,No-EQ,r211_21
0.1,0.05,843.9816000000001,799.20561,0.0019,39,No-EQ,r211_21
0.0,0.0,1699.4761,233.3809,,0,No-EQ,rc101_21
0.01,0.0,1716.470861,233.3809,,0,No-EQ,rc101_21
0.03,0.0,1750.460383,233.3809,,0,No-EQ,rc101_21
0.05,0.0,1784.4499050000002,233.3809,,0,No-EQ,rc101_21
0.1,0.0,1869.4237100000003,233.3809,,0,No-EQ,rc101_21
0.0,0.05,1699.4761,245.049945,0.1226,1,No-EQ,rc101_21
0.01,0.05,1716.470861,245.049945,0.121,3,No-EQ,rc101_21
0.03,0.05,1750.460383,245.049945,0.0764,10,No-EQ,rc101_21
0.05,0.05,1784.4499050000002,245.049945,0.0761,19,No-EQ,rc101_21
0.1,0.05,1869.4237100000003,245.049945,0.0761,23,No-EQ,rc101_21
0.0,0.0,423.5102,214.1655,0.1957,10,No-EQ,rc102C10
0.01,0.0,427.745302,214.1655,0.1957,10,No-EQ,rc102C10
0.03,0.0,436.215506,214.1655,0.1957,10,No-EQ,rc102C10
0.05,0.0,444.68571000000003,214.1655,0.1957,10,No-EQ,rc102C10
0.1,0.0,465.86122000000006,214.1655,0.1957,10,No-EQ,rc102C10
0.0,0.05,423.5102,224.87377500000002,0.1957,10,No-EQ,rc102C10
0.01,0.05,427.745302,224.87377500000002,0.1957,10,No-EQ,rc102C10
0.03,0.05,436.215506,224.87377500000002,0.1957,10,No-EQ,rc102C10
0.05,0.05,444.68571000000003,224.87377500000002,0.1957,10,No-EQ,rc102C10
0.1,0.05,465.86122000000006,224.87377500000002,0.1957,10,No-EQ,rc102C10
0.0,0.0,1551.5393,230.4342,,0,No-EQ,rc102_21
0.01,0.0,1567.0546929999998,230.4342,,0,No-EQ,rc102_21
0.03,0.0,1598.0854789999999,230.4342,,0,No-EQ,rc102_21
0.05,0.0,1629.1162649999999,230.4342,,0,No-EQ,rc102_21
0.1,0.0,1706.69323,230.4342,,0,No-EQ,rc102_21
0.0,0.05,1551.5393,241.95591000000002,0.1451,1,No-EQ,rc102_21
0.01,0.05,1567.0546929999998,241.95591000000002,0.1317,3,No-EQ,rc102_21
0.03,0.05,1598.0854789999999,241.95591000000002,0.1183,21,No-EQ,rc102_21
0.05,0.05,1629.1162649999999,241.95591000000002,0.1046,31,No-EQ,rc102_21
0.1,0.05,1706.69323,241.95591000000002,0.0743,49,No-EQ,rc102_21
0.0,0.0,397.6699,209.2938,,0,No-EQ,rc103C15
0.01,0.0,401.646599,209.2938,,0,No-EQ,rc103C15
0.03,0.0,409.599997,209.2938,0.0658,9,No-EQ,rc103C15
0.05,0.0,417.553395,209.2938,0.0658,10,No-EQ,rc103C15
0.1,0.0,437.43689,209.2938,0.0658,10,No-EQ,rc103C15
0.0,0.05,397.6699,219.75849000000002,0.0644,10,No-EQ,rc103C15
0.01,0.05,401.646599,219.75849000000002,0.0644,10,No-EQ,rc103C15
0.03,0.05,409.599997,219.75849000000002,0.0644,19,No-EQ,rc103C15
0.05,0.05,417.553395,219.75849000000002,0.0644,20,No-EQ,rc103C15
0.1,0.05,437.43689,219.75849000000002,0.0644,20,No-EQ,rc103C15
0.0,0.0,1359.4087,229.3275,,0,No-EQ,rc103_21
0.01,0.0,1373.002787,229.3275,,0,No-EQ,rc103_21
0.03,0.0,1400.190961,229.3275,,0,No-EQ,rc103_21
0.05,0.0,1427.379135,229.3275,,0,No-EQ,rc103_21
0.1,0.0,1495.34957,229.3275,,0,No-EQ,rc103_21
0.0,0.05,1359.4087,240.79387499999999,0.1206,1,No-EQ,rc103_21
0.01,0.05,1373.002787,240.79387499999999,0.0986,4,No-EQ,rc103_21
