,Gini,Gini,rho_max,rho_max,CV,CV,Jain,Jain,A_sum,A_sum,W_sum,W_sum
,mean,median,mean,median,mean,median,mean,median,mean,median,mean,median
Variant,,,,,,,,,,,,
FULL,0.030996487546849215,0.02745944100706475,1.0675096210922697,1.0617495726430275,0.05908028449055519,0.051258980865549,0.994168017644804,0.997379402383171,4492.271860248447,2895.91,0.0,0.0
No-EQ,0.03232403880694228,0.0219209929236692,1.0648727350769904,1.045494995660342,0.06277003924584172,0.0431464041574448,0.9916505167173852,0.9981418469686196,4306.085107212476,2806.98,0.0,0.0
