Metric,n,MedianDiff_FULL_minus_NoEQ,CI95_low,CI95_high,p_holm,rank_biserial
TD_Z2,91,1.1026000000000522,1.1988922802197908,4.196989560439561,0.001691826031945835,0.49862930246725556
TD_Z3,91,-0.004849999999999997,-0.014601675824175821,-0.005045824175824179,0.00014538210739082185,-0.5718475073313783
TD_Z4,91,0.0,-3.0896593956044067,2.8798504945054915,0.45110753148187444,0.16809116809116809
HV2D,91,0.3077904375,0.27711929336538466,0.38579105855769236,1.0705604418325464e-13,0.9814407814407814
